date,"media_outlet",title,text,url
"May 31, 2023 @ 20:00:00.000",t13,"Vehículo de carabineros sufre volcamiento en una ruta de Cañete y deja siete lesionados","Un vehículo policial terminó volcado en una ruta del sector de San Miguel en la comuna de Cañete,región del Biobío. Según los antecedentes preliminares que entró el coronel Óscar Sandoval, prefecto de Arauco, producto del accidentesiete funcionariosde Carabineros resultaron con lesiones, siendo trasladados hasta el hospital de Cañete. Además, detalló que se trataba de un vehículo de control de orden público, el cual mientras se desplazaba “pierde el control a consecuencia de que se cruzan unos animales en la calzada, lo cual origina un volcamiento a un costado de la ruta”. Sobre los funcionarios lesionados, si bien indicó que fueron trasladados al hospital de Cañete para evaluar su estado de salud, informó que “serían aparentemente lesiones leves y ninguno con riesgo vital”. De igual manera, unidades de emergencia de Bomberos y ambulancias acudieron al lugar del accidente.","https://www.t13.cl/noticia/concepcion/nacional/vehiculo-militar-sufre-volcamiento-una-ruta-canete-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Dictan prisión preventiva contra madre acusada del parricidio de su hija de 3 años en Concón","El Juzgado de Garantía de Viña del Mar dictóprisión preventivacontra la mujer que fue detenida tras el parricidio de su hija de 3 años en Concón, Región de Valparaíso. Fue durante la tarde de este miércoles que la mujer se contactó con personal de Carabineros de Chile para reconocer que había asesinado a su hija de 3 años en una vivienda en Concón. Al llegar al lugar, policías se percataron que la madre sostenía en sus brazos a la menor de edad, quien tenía heridas corto-punzantes. Y pese a que se solicitó la concurrencia de personal del Servicio de Atención Primaria de Urgencia (SAPU), se constató la muerte de la niña, por lo que la madre resultó arrestada. Este jueves, la mujerfue puesta a disposición de la Justicia y el Ministerio Público la formalizó por el delito deparricidio. El Tribunal decidió dictar la medida cautelar deprisión preventivacontra la mujer y estableció un plazo de 120 días para el desarrollo de la investigación. La decisión de dictar la prisión preventiva mientras se desarrolla la investigación se dio por considerar que su libertad constituía un peligro para la seguridad de la sociedad. La mujer será ingresada al centro penitenciario de San Miguel, en la Región Metropolitana. El fiscal Álvaro Ortiz señaló que ""estamos hablando del delito de parricidio (...) que es en el fondoel más grave de los homicidios"". ""La relación de parentesco agrava una situación en suyo ya grave"", agregó al respecto. Ver en Twitter","https://www.t13.cl/noticia/valparaiso/nacional/dictan-prision-preventiva-contra-madre-acusada-del-parricidio-su-hija-3-anos-co-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Sujetos encañonaron y maniataron a joven para robar al interior de su vivienda en Cerro Navia","Un joven sufrió un violento robo mientras se encontraba al interior de su hogar ubicado en pasaje Mestizo Alejo, comuna de Cerro Navia, Región Metropolitana, la noche de este miércoles. El joven fue sorprendido por tres sujetos, quienes llegaron en un vehículo e ingresaron al inmueble tras romper la puerta principal del domicilio. El hijo de la familia, quien se mantenía en el segundo piso, fuemaniatadoy obligado a bajar a la planta baja mientras era encañonado. Lo pusieron boca abajo contra el suelo para registrar la vivienda. Sustrajeron diversas especies y luego las cargaron en el vehículo en el que se movilizaban, el que mantenía encargo por robo y cuyas patentes estaban cambiadas, ya que las originales se encontraban al interior del móvil. Por causas que se investigan, los antisociales no lograron prenderlo, por lo que huyeron a pie con algunas de las especies en las manos en dirección desconocida. La víctima no resultó con lesiones de consideración y no se registran detenidos. El Ministerio Público instruyó las diligencias respectivas por parte de Carabineros.  ","https://www.t13.cl/noticia/nacional/sujetos-encanonaron-maniataron-joven-tras-robo-al-interior-su-vivienda-cerro-na-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Cámaras captan momento en que carabinero es atropellado por conductor que evadió control policial en La Serena","Un carabinero fue atropellado por un conductor que evadió un control vehicularen La Serena, Región de Coquimbo, la noche de este miércoles. El hecho sucedió cerca de las 20:30 horas, cuando el uniformado se encontraba realizando patrullajes preventivos en bicicleta en la intersección de las calles Almagro con Cienfuegos, en pleno casco histórico de la ciudad. Funcionarios de Carabineros concurrían a un procedimiento en el puente El Libertador, donde una persona estaba intentando quitarse la vida. Al llegar al lugar lograron socorrerlo. En ese instante, un vehículo quedó detenido en la luz roja del semáforo y se acercaron debido al fuerte olor a marihuana dentro de este. Tras intentar fiscalizarlos, el conductor del vehículo retrocedió y aceleró a gran velocidad, atropellando a uno de los funcionarios. Uno de los uniformados, un cabo segundo de Carabineros, quien también se encontraba en bicicleta, disparó en dos oportunidades contra el móvil, el que se dio a la fuga en sentido contrario por calle Almagro. El jefe zona de Carabineros de Coquimbo, el general Juan Antonio Muñoz, se refirió a este hecho e indicó que ""es muy lamentable y repudiable, porque en definitiva, cuando se lesiona un carabinero, se está lesionando a aquellos que tienen que cuidar a la sociedad. Vamos a trabajar incansablemente para esclarecer quién es esta persona y ponerlo a disposición de los tribunales correspondientes"". El general también se refirió al estado de salud del uniformado atropellado e informó que ""nuestro carabinero está estable en este momento. Está en el Hospital de Coquimbo y está haciendo atendido de las lesiones que sufrió en este hecho"". El hecho quedó registrado en las cámaras de seguridad del sector, las que están siendo periciadas por las autoridades para recabar mayores antecedentes. Personal del Laboratorio de Criminalística de la Policía de Investigaciones (Lacrim) y Carabineros quedaron a cargo de las investigaciones para dar con el paradero del chófer del móvil y esclarecer los hechos.  ","https://www.t13.cl/noticia/nacional/camaras-captan-momento-carabinero-atropellado-por-conductor-evadio-control-poli-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Pudahuel: Dictan internación provisoria contra adolescente por disparar en sala de clases de liceo","El Primer Juzgado de Garantía de Santiago decretó lainternación provisoriacontra el adolescente de 14 años que fue detenido tras haber disparado en una sala de clases de un liceo en Pudahuel, Región Metropolitana. Este jueves, el menor de edad fue formalizado por los delitos de porte ilegal de arma de fuego convencional, porte ilegal de municiones, receptación y posesión de elementos conocidos para la comisión de delitos de robo y disparos injustificados en lugar calificado. Tras ser puesto a disposición de la Justicia, el Tribunal determinó dictar la medida cautelar deinternación provisoriaen contra del adolescente y se dio un plazo de 60 días para el desarrollo de la investigación. Fue durante este miércoles que Carabineros de Chile confirmó la detención del adolescente tras el incidente en el Liceo Centro Educacional Pudahuel C-87. El adolescente fue sorprendido portando una pistola con seis cartuchos sin percutar y un revólver que poseía un cartucho percutado al interior de su mochila. Y tras concurrir hasta su domicilio, personal de Carabineros de Chile encontró droga, un inhibidor de señal y una pesa digital para dosificar droga.","https://www.t13.cl/noticia/nacional/internacion-provisoria-contra-adolescente-disparar-sala-liceo-pudahuel-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Incendio en una vivienda obligó a evacuar a más de 300 alumnos de un colegio en Quilpué","Un violento incendio afecta a una vivienda en calle Blanco Encalada con Matta en la comuna de Quilpué, región de Valparaíso. El hecho obligó a evacuar de forma preventiva amás de 300 alumnosde un colegio de la comuna. En concreto del Colegio Cristiano, que se encuentra ubicada cerca del inmueble. EN DESARROLLO... Ver en Twitter","https://www.t13.cl/noticia/valparaiso/nacional/incendio-vivienda-evacuar-mas-300-alumnos-colegio-quilpue-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Presidente Boric y crisis de las Isapres: “Chile no podría entender ni aceptar un nuevo perdonazo”","El Presidente de la República, Gabriel Boric, recalcó que Chile no podría entender ni aceptar un nuevo “perdonazo” con respecto a las Isapres y el fallo de la Corte Suprema en su contra. A comienzos de año la Suprema ordenó a las Isapres aplicar una única tabla de factores y devolver a sus afiliados los cobros generados en exceso desde abril de 2020. Durante su segunda Cuenta Pública, realizada en el Salón de Honor en el Congreso Nacional, Boric afirmó que “las Isapres han sido condenadas por la justicia, la Corte Suprema, a devolver los cobros excesivos que realizaron a sus usuarios durante años. Como he señalado antes, nuestro Gobierno está abierto a buscar las mejores soluciones y alternativas que permitan cumplir y respetar el fallo de la Corte de manera responsable y que no ponga en riesgo las prestaciones a estas miles de familias”. “Podemos mejorar la ley, pero Chile no podría entender ni aceptar un nuevo perdonazo”, recalcó el Mandatario.","https://www.t13.cl/noticia/politica/presidente-boric-por-isapres-chile-no-podria-entender-ni-aceptar-nuevo-perdonaz-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Presidente Boric anuncia proceso de empadronamiento biométrico a migrantes irregulares","El Presidente de la República, Gabriel Boric, anunció que se comenzará a implementar un proceso de “empadronamiento biométrico” a migrantes irregulares a fin de conocer sus identidades y verificar sus antecedentes penales. Boric entregó detalles de la implementación de dicha medida en el marco de su segunda Cuenta Pública que comenzó pasadas las 11:00 horas en el Salón de Honor del Congreso Nacional. Con respecto a lo que se ha realizado en la frontera, el Mandatario recordó que “desplegamos a las Fuerzas Armadas en la frontera norte para apoyar la labor de Carabineros y la PDI. Los resultados demuestran que tenemos más y mejor control de nuestras fronteras: la entrada irregular de migrantes ha disminuido en un 56% durante estos cinco meses de 2023 respecto al mismo período desde 2022”. “Respecto a la migración irregular, en 11 días más comenzará un proceso de empadronamiento biométrico de personas en esta situación. Esto permitirá conocer las identidades y antecedentes penales de quienes ya ingresaron al país”, anunció Boric. Boric, además, afirmó que para promover una migración ordenada “este mespresentaremos la primera Política Nacional de Migraciones del país. Esta política estará basada en un enfoque responsable de seguridad y respeto de los DDHH, tendrá dos sentidos claros: Uno, relativo al aspecto interno, de gestión administrativa y documentación de la población extranjera en territorio nacional. Y dos, la gestión de fronteras para la regulación y orden de los flujos migratorios”. “Ingresaremos un proyecto de ley en materia migratoria que busca resolver asuntos tan relevantes como la sanción al transporte irregular de personas, el aumento de causales de no ingreso y expulsión administrativa por reiteración de faltas graves”, indicó.","https://www.t13.cl/noticia/politica/presidente-boric-anuncia-proceso-empadronamiento-biometrico-migrantes-irregular-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Cuenta Pública: Las 7 medidas que Boric condicionó a la aprobación de la Reforma Tributaria","Por qué importa.El 8 de marzo la Cámara de Diputados rechazó la Reforma Tributaria que proponía el Ejecutivo y que buscaba recaudar un 3,6% del PIB en 4 años. En la cuenta pública, el Presidente anunció ante el Congreso que ingresará un nuevo proyecto a fines de julio. “Todos en este salón lo saben. Ni este gobierno ni ningún otro podrá avanzar responsablemente en materializar estos derechos si no es con una reforma tributaria. Y todos saben también, que la demanda por una vida digna no se extinguirá con el paso del tiempo. Si no lo hacemos ahora, le tocará a quienes en el futuro ocupen este podio. No sigamos retrasándolo”, dijo Boric. Las 7 medidas.“En definitiva”, dijo Boric en su discurso, “si logramos alcanzar un pacto tributario los chilenos contarán a través de estas medidas con más policías que ayudarán a reforzar la seguridad en todo el país”. El mandatario mencionó “Reforma Tributaria” en 10 ocasiones frente al Parlamento, instando a sus integrantes a construir un pacto tributario que permita llevar adelante una serie de iniciativas. A continuación las menciones donde explica las medidas que requieren de la reforma para su implementación. A continuación las partes del discurso donde solicita la aprobación de la reforma tributaria para implementar o mejorar algunas de las iniciativas que abordó. 1. “Hemos fortalecido las instituciones aumentando el presupuesto de seguridad y orden público en un 4,4% para este año, el primer incremento después de 5 años de estancamiento e incluso de reducción de los recursos. Adicionalmente, hemos comprometido para este fin 1.500 millones de dólares provenientes, en su mayoría, de la reforma tributaria”. 2.“Quiero señalarles que será nuestra prioridad reducir en un 40% los tiempos de espera al finalizar mi mandato. Esto significa bajar de los actuales 330 días para una cirugía, a 200 días, llegando a la menor cifra en los tiempos de listas de espera desde que se registran centralizadamente. Esta meta es tremendamente ambiciosa pero se que lo lograremos fortaleciendo nuestra red pública y su productividad, y también mediante nuevas e innovadoras formas de colaboración con el sector privado. Esto será un tremendo esfuerzo del Estado y para sostenerlo de manera responsable, necesitaremos recursos adicionales. Una razón más para insistir en la reforma tributaria”. 3.“Chile tiene una deuda histórica con las y los profesores generada en dictadura. Debo ser muy sincero y responsable: el Estado de Chile no tiene ahora los recursos suficientes para hacerse cargo de toda esta reparación, y por eso necesitamos de la reforma tributaria. De aprobarse esta, inmediatamente presentaremos un proyecto para cumplir con este compromiso. Invito a esta sala a ser parte de este noble y necesario gesto de reparación”. 4.“Y seguimos comprometidos en ampliar, con recursos de la reforma tributaria tal como lo anunciáramos el 8 de marzo pasado, el derecho a Sala Cuna para todas y todos, eliminando la discriminación de género que hoy afecta a las mujeres. Trabajo y familia no se pueden contraponer: en eso también consiste el trabajo digno y decente. La experiencia en otros países muestra, además, que esta es la mejor forma para terminar con la desigualdad de salarios entre hombres y mujeres. 5.“Terminar con el Crédito con Aval del Estado, establecer un nuevo sistema de financiamiento para quienes no tienen gratuidad y aliviar la carga de deudas educativas que parecen eternas, son compromisos que vamos a abordar con convicción y diálogo. El año pasado me comprometí a ingresar un proyecto de ley una vez aprobada la reforma tributaria y mi compromiso sigue en pie”. 6.“La creación del Sistema Nacional de Cuidados en Chile requiere de una ley. Por ello este año presentaremos un proyecto de ley que crea esta red integrada de servicios e instituciones para que nadie más enfrente sola o solo la tarea de cuidar. Esperamos contar con vuestro apoyo, lo mismo que para reponer el crédito tributario por gastos en cuidados contenido en la Reforma Tributaria”. 7.“Hoy la violencia sexual se vive cada vez menos en silencio y las denuncias por violación han aumentado en un 10,6% desde los años prepandemia. Es por esto que a fines del 2022 incorporamos la violencia sexual a las Garantías Explícitas en Salud (GES) y que este año dispondremos los fondos para dos nuevos Centros de atención en Violencia Sexual en Coquimbo y Alto Hospicio. Como punto de llegada buscaremos avanzar para que cada región tenga su propio centro, financiándolos mediante la reforma tributaria”.","https://www.t13.cl/noticia/politica/ex-ante/cuenta-publica-las-7-medidas-boric-condiciono-aprobacion-reforma-tributaria-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Cuenta Pública: Diputado Romero (Republicano) afirma que el tema de los deudores CAE ""no es prioridad para este país""","La condonación del CAEes una de las principales demanda que ha recibido el presidente Gabriel Boric a tan solo horas de llevar a cabo su segunda Cuenta Pública. Esta presión ha aumentado desde el Frente Amplio. El diputado RD, Jaime Sáez, manifestó que ""con criterios de responsabilidad ir avanzando e ir cumpliendo los compromisos tanto de campañas como aquellos, que en el caso particular del Frente Amplio, nos dieron como origen a la vida política.La deuda educativa es parte de esa agenda histórica para nosotros"". Antes esto, el ministro de Hacienda, Mario Marcel, señaló afirmó que ""el Presidente, en la Cuenta Pública del año pasado, señaló queeste era un tema que se abordaría una vez que esté resuelta la reforma tributaria. Eso, lamentablemente, aún no ha ocurrido"". ""Cuando finalmente logremos resolver ese tema, se podrá abordar la situación del CAE"",señaló. La presión no es tan solo desde el Congreso,sino que también desde el gremio de los profesores. ""Si el día de mañana no hay deudas concretas que efectivamente resuelvan las problemáticas que estamos hoy día planteando,convocaremos a todo el profesorado nacional a un paro nacional indefinido"", indicó Carlos Díaz, presidente del Colegio de Profesores. El diputado del Partido Republicano y subjefe de la bancada, Agustín Romero, conversó sobre este tema en una nueva edición de T13 Noche, junto a Álvaro Paci. En relación con la condonación al CAE, el diputado indicó que ""anosotros nos encantaría que todo el mundo tuviera todo tipo de cosas gratis, pero siento honestamente que hoy día tenemos distintos problemas en Chile, yel tema de los deudores del CAE no es una prioridad para este país"". ""La verdad de las cosas es que nosotros necesitamos potenciar otro tipo de situaciones. En este momento, los chilenos necesitan mayores transferencias directas en un momento en que Chile está en una crisis económica, y eso no lo quiere reconocer el Gobierno. El Gobierno se niega a la evidencia. Ese es el gran problema, que los chilenos viven una cosa y el Gobierno vive en otra"", indicó. Sobre las expectativas que tiene el Partido Republicano sobre la segunda Cuenta Pública del Presidente Gabriel Boric, el diputado afirmó que ""nosotros el año pasado, cuando escuchamos la primera Cuenta Pública, es evidente que el Presidente venía entrando al Gobierno y realizó una serie de propuestas y elaboró una serie de promesas para los chilenos"". ""Pero la verdad de las cosas es que, cuando ya vemos que ha pasado un año de su Gobierno y recordamos un poco en qué estaba Chile en cuanto a sus convicciones como Presidente de la República en materia de seguridad, de crisis de la salud, de distintos proyectos que propuso con mucho bombo y platillo, como el gas a precio justo, hoy día vemos que el nivel de cumplimiento de las promesas es bastante poco"", señaló. ""La verdad de las cosas es que siento que Chile no ha avanzado mucho. Creo que este Gobierno está al debe, particularmente frente a dos derrotas electorales que han sido tremendamente fuertes para el Gobierno. Desde su parte, no vemos que modifique su conducta"", afirmó. ""Me gustaría escuchar un mea culpa del Gobierno en temas de seguridad. Decir: 'Nos equivocamos. Nosotros partimos pensando en que no tendría que haber seguridad, que no tendría que haber estados de excepción'. Tuvieron que morir carabineros para que recién se impulsara más o menos una agenda de seguridad. ¿Qué van a hacer ahora?"", finalizó.","https://www.t13.cl/noticia/politica/diputado-romero-afirma-tema-deudores-cae-no-prioridad-horas-cuenta-publica-del-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Moreira arremete contra Rojo Edwards por decir que Pinochet fue un dictador: “Ni tú te lo crees”","El senador de la UDI Iván Moreira arremetió contra su par del Partido Republicano Rojo Edwards, quien reconoció queAugusto Pinochet fue un dictadory descartó que haya sido “un estadista”, como lo definió el consejero constitucional elector por el mismo Partido Republicano Luis Silva. “Ni tú te lo crees, ni habías nacido. Fue estadista y visionario al hacer de Chile una gran nación en tres décadas y salvar a Chile del comunismo”, respondió Moreira en sus redes sociales. Ver en Twitter Edwards dijo en entrevista con CNN Chile “no creo que Pinochet sea un estadista”, al ser consultado por las palabras de Luis Silva que generaron diversas reacciones. “Si usted me pregunta si admira la reforma de 1980 de las pensiones, sí y no tengo por qué esconderlo. Si admiro la reforma educacional que se hizo, cómo se potenció la educación a través de las municipalidades y se aumentó la cobertura, sí”, dijo Edwards. “No creo que una persona que estuvo 17 años sin parlamento sea un estadista. Eso yo no estoy de acuerdo”, añadió. Las palabras de Silva generaron distintas reacciones,incluso del Presidente de la República, Gabriel Boric,quien cuestionó la calificación que le dio el consejero constitucional y aseguró que Pinochet había sido “un dictador, esencialmente antidemócrata”, además de un corrupto, ladrón y cobarde. Desde Chile Vamos han evitado entrar en esta discusión sobre la figura de Pinochet, incluso el presidente de la UDI, Javier Macaya, consideró “burdo intentar resucitar a Pinochet como un arma política”.","https://www.t13.cl/noticia/politica/moreira-arremete-contra-rojo-edwards-pinochet-fue-dictador-ni-tu-te-crees-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Seguridad pública, reforma tributaria y los 50 años del golpe: Los puntos que marcaron la Cuenta Pública de Gabriel Boric","El Presidente de la República, Gabriel Boric, realizó este jueves la Cuenta Pública 2023, la segunda de su mandato, pero la primera con ya más de un año al frente del Gobierno de Chile. Su discurso estuvo marcado por los logros que consiguió el Ejecutivo en este poco más de un año, pero también por las preocupaciones que tiene para el futuro. Al inicio de su discurso, el mandatario recordó el escenario que había en el país cuando asumió el gobierno, con “una inmigración desbordada en la frontera norte”, los efectos económicos de la invasión de Rusia a Ucrania, la inflación y la violencia que se expandía y diversificaba, mientras que las policías no tenían los recursos necesarios. “Si alguien me pregunta: ¿acaso estas constataciones los ha hecho modificar sus principios?Mi respuesta es no:seguimos convencidos de la necesidad de avanzar hacia un país que ofrezca más libertades, que practique la solidaridad para cuidar a los más necesitados, que a la vez que promueve el crecimiento, distribuye de manera más justa la riqueza que genera, que se relaciona de una manera sustentable y respetuosa con la naturaleza, que defiende las diversidades y enfrenta con firmeza la homofobia, que no relativiza los crímenes del pasado”, expresó el mandatario. “Pero si alguien me pregunta, a continuación: ¿acaso el constatar el grado de tensiones que presenta la sociedad chilena, sus miedos e incertidumbres, y el retraso del Estado para darles respuesta, les ha hecho reordenar las prioridades? Mi respuesta es sí;tajantemente sí”,añadió. “Por ello, no tengo complejos en declarar aquí ante ustedes que, al ver la situación de discordia en que estaban nuestras relaciones sociales, nuestra seguridad y nuestro aparato estatal, hemos reordenado nuestras prioridades y lo seguiremos haciendo. Las urgencias del pueblo son también las urgencias del gobierno”, complementó. Tal como se esperaba, en su discurso el mandatario destacó los principales hitos de su gobierno en el año y tres meses que lleva en La Moneda. Boric resaltó la implementación del Copago Cero en salud, la reducción de las listas de espera, ley para el pago efectivo de pensión de alimentos, la reducción de la jornada laboral a 40 horas, la aprobación del reajuste del sueldo mínimo a 500 mil pesos a partir de julio de 2024, la Ley TEA, y el royalty minero.  Tal como reconoció en el inicio, el mandatario reconoció que sus principales preocupaciones hoy son la seguridad pública y la reactivación económica. Si bien recalcó la detención de los principales cabecillas de la Coordinadora Arauco Malleco (CAM) en el sur, y la reducción de la migración irregular en el norte, el jefe de Estado enfatizó en que aún hay mucho por avanzar y pidió colaboración entre todos los sectores políticos. Boric agradeció a los presidentes de ambas cámaras por el acuerdo en la agenda de seguridad y aseguró que esta se irá cumpliendo de acuerdo a los plazos establecidos. En materia económica, dijo que seguirán avanzando con cautela, pero valoró que no se produjo la gran crisis económica que algunos habían anticipado. “Hemos evitado la crisis económica que muchos anunciaban, y la economía se recupera con un admirable equilibrio fiscal y una inversión extranjera que el año 2022 fue más alta que los últimos nueve años. Nuevamente: nosotros como gobierno hemos hecho nuestra tarea en materia de gasto y de apoyo a la inversión y a los proyectos, pero este resultado es el producto del esfuerzo de trabajadores y empresarios y de la conducción del equipo económico del gobierno”, aseguró. El discurso del Presidente Boric estuvo marcado transversalmente por lareforma tributariaque, anticipó, será presentada a fines de julio ante el Senado, luego del rechazo que tuvo en la Cámara de Diputadas y Diputados. El mandatario condicionó proyectos como la condonación del Crédito con Aval del Estado (CAE) o el pago de la deuda histórica de los profesores, a la aprobación de esta reforma tributaria, que también tiene por objetivo financiar la reforma a las pensiones que propone su gobierno. “Durante las próximas semanas tocaremos todas las puertas y tendremos todas las conversaciones que sean necesarias, con el mundo político, social, empresarial y laboral. Hecho esto, a fines de julio mi gobierno insistirá en el Senado para que retomemos la tramitación legislativa de la reforma tributaria, de modo de conciliar las herramientas para financiar las prioridades acordadas. Esa es mi invitación”, propuso. Agencia Uno - Presidente Boric en su Cuenta Pública 2023 Precisamente sobre lareforma a las pensioneshizo un llamado el Presidente al Congreso para que comience su tramitación en particular. “Hace siete meses presenté a este Congreso una propuesta seria y contundente para mejorar las pensiones actuales y futuras, a través de un sistema previsional mixto y equilibrado, que fortalece la libertad de elección de los afiliados, mantiene la heredabilidad de los ahorros y al que contribuyen empleadores, trabajadores y el Estado, quien garantizará un piso mínimo de 250 mil pesos. Van siete meses sin que se haya iniciado aún la votación particular de este proyecto”, expresó el jefe de Estado. “Hemos logrado acuerdos transversales en otras ocasiones, podemos lograrlo aquí también poniendo en el centro del debate a los chilenos y chilenas que merecen tener una vejez digna y tranquila. El gobierno está disponible a conversar las mejores herramientas para cumplir el objetivo, espero que este Congreso lo esté también. Nuestros compatriotas no tolerarán un nuevo fracaso en esta materia”, agregó. Durante su discurso, el Presidente Boric también hizo alusión a laconmemoración de los 50 años del golpe de Estadoy llamó a la unidad, a la tolerancia y al respeto a los derechos humanos. “Pienso que esta conmemoración nos debe ayudar a superar los tiempos de miedos y odios, los cuales llevan, como los chilenos lo sabemos bien, a caminos de división, violencia y un porfiado negacionismo . Por esto aprovecho esta solemne ceremonia para pedir a los que estamos aquí reunidos, las y los representantes de la República en toda su diversidad, a que nos unamos como un solo cuerpo, como una sola alma, para evitar que el veneno de la falta de empatía y de la intolerancia se siga inoculando en nuestro cuerpo colectivo”, expresó.","https://www.t13.cl/noticia/politica/boric-apunta-seguridad-economia-sus-principales-preocupaciones-cuenta-publica-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Bachelet: la invitada especial de Boric a la cuenta pública","En uno de las sillas del plenario apareció el nombre de Michelle Bachelet en la sección de invitados del Presidente Gabriel Boric para su cuenta pública. Va a sentarse al lado de la pareja del mandatario, Irina Karamanos. Bachelet ha sido una aliada de Boric. De hecho, intentó, sin conseguirlo, de que el socialismo democrático se plegara en una lista -junto a Apruebo Dignidad- para la elección de consejeros. Sin embargo, el PPD, PR y la DC decidieron ir en una lista separada. Incluso estuvo dispuesta a ser candidata si se cumplía la petición de ella y del Presidente de que fueran en lista única. Según cercanos a Boric, el mandatario conversa permanentemente con Bachelet con quien ha establecido una relación de amistad y también, de consejera política.","https://www.t13.cl/noticia/politica/ex-ante/bachelet-invitada-especial-boric-cuenta-publica-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"En el Senado: Presidente Boric anuncia que insistirá para retomar tramitación de reforma tributaria a fines de julio","El Presidente Gabriel Boric anunció que el Gobierno reiniciará conversaciones con distintos actores para retomar la tramitación de la reforma tributaria en el Senadoa fines de julio. El mandatario realizó este jueves su segunda Cuenta Pública desde que inició su mandato, en una masiva ceremonia en el Congreso Nacional, en Valparaíso, donde hizo distintos anuncios en materia de seguridad, economía, educación, transporte y pensiones, entre otros. Sin embargo, afirmó que ""ni este Gobierno ni ningún otro podrá avanzar responsablemente en materializar estos derechos si no es con una reforma tributaria"". ""Todos saben que la demanda por una vida digna no se extinguirá con el paso del tiempo (...) Si no lo hacemos ahora, le tocará a quienes en el futuro ocupen este podio.No sigamos retrasándolo"", indicó. Sobre lo mismo, subrayó que ""las personas que están atentas a nuestra conducta estoy seguro que observan desde sus diferentes realidades nuestra capacidad de actuar generosamente y con altura de miras (...) de colocar los votos donde están las esperanzas de nuestros compatriotas. Tengo la convicción que no podemos fallar"". En ese contexto, Boric aseguró que ""durante las próximas semanas tocaremos todas las puertas y tendremos todas las conversaciones que sean necesarias, con el mundo político, social, empresarial y laboral"". Lo anterior para que ""a fines de julio, mi Gobierno insistirá en el Senado para que retomemos la tramitación legislativa de lareforma tributaria, de modo de conciliar las herramientas para financiar las prioridades acordadas"". Fue el pasado 13 de marzo que la Cámara de Diputadas y Diputados rechazó la idea de legislar la reforma tributaria, que es considerada una de las iniciativas clave de la administración del Presidente Gabriel Boric para poder financiar una serie de medidas contenidas en el Programa de Gobierno.","https://www.t13.cl/noticia/politica/negocios/presidente-boric-anuncia-retomara-tramitacion-reforma-tributaria-julio-1-6-2023"
"May 31, 2023 @ 20:00:00.000",t13,"Gobierno entregará recursos a municipalidades para demoler ""memoriales narco""","El Presidente Gabriel Boric anunció, en el marco de su segunda Cuenta Pública, la entrega de recursos a las distintas municipalidades del país a fin de demoler los denominados “memoriales narco”. “Una de las manifestaciones más irritantes del narco es su forma de ostentar las armas y de intimidar a los vecinos cuando se realizan funerales de los integrantes de sus bandas”, afirmó el Presidente. En ese sentido, señaló que “los balazos, los fuegos artificiales, los memoriales narco y las amenazas a quienes denuncian estos hechos no son tolerables. Nuestras policías hacen un gran esfuerzo por contener estos hechos, pero no es suficiente”. “He instruido a la Subsecretaría de Desarrollo Regional que transfiera recursos a los municipios para demoler todos los memoriales narco donde quiera que aparezcan”, informó. Boric, además, indicó que “en el caso de los funerales, en donde las bandas atemorizan y paralizan a las comunidades, presentaremos un proyecto de ley para restringir estas prácticas, limitando los días de velorio y el recorrido de los cortejos entre otras medidas”. “Nadie tiene derecho a amedrentar a la población y violentar los barrios por mucha que sea la pena que sienta por la partida de un ser querido”, recalcó.","https://www.t13.cl/noticia/politica/gobierno-entregara-recursos-municipalidades-para-demoler-memoriales-narco-1-6-2023"
